text,label
"За свою ціну непоганий вибір, але є прикрі нюанси. Дальність роботи маленька, коли телефон в кишені, звук приривається, напевно заважає рука, тільки коли в ношу або бігаю з телефоном в наплічнику все ок. По прямій не більше 5 м. Некоректно показує заряд на футлярі, довго показує чотири поділки, потім трошки три і вирубається. Нечасто, але буває відєднується навушник. Звук дуже напоганий як за таку вартість. Добре тримаються в вухах, навіть при інтенсивному тренуванні. Трошки люфтить кришка.", нейтральний 
"Поломав я на других день. Помилка er03", негативний 
"Якийсь мотлох. За 3 місяці неінтенсивного використання з'явилась помилка E05. Віддав по гарантії. Надіслали назад відремонтовану. Забираю з пошти, вмикаю дома - помилка E02. Цирк", негативний
"Дуже гарна бігова доріжка", позитивний 
"Сама погана лопата гнеться по середині від мінімального навантаження", негативний
"Магазину респект за доставку і сервіс. А ось лопата ЦЕ ПОВНЕ СМІТТЯ!!! Нікому не раджу її купувати,зігнулася з першої ямки у сосновому лісі,метал просто як фольга,ребра жорсткості виявилося немає зовсім на таку площу.Додаю фото де вона гнеться,спробуйте у магазині.", негативний
"Чудова лопата для акуратного використання.", позитивний
"Компактна, доволі міцна. Лежить у мене завжди в авто.", позитивний
"Пройшло тільки 2 тижні навчання, а верхній слой вже поцарапаний і нічим не можна це виправити.", негативний 
"Гарний рюкзак", позитивний 
"хороша якість, гарно пошитий, світловідштовхуючий", позитивний
"Ну поносити креслення можна, але він дуже незручний треба його відкривати пів хвилини і ще при першому закриті погнув креслення але за таку ціну нормальний.", негативний 
"Відмінний", позитивний 
"Норм, ще і більші листи влазать", нейтральний
"Средненький тубус. Маленький, а главный недостаток - это то, что не фиксируется по высоте. Может сам сложиться.", нейтральний 
"Трішки незручний", нейтральний
"Захисне скло для телефону подряпалось через кілька днів. Не рекомендую.", негативний  
"Стійка для ноутбука міцна, комфортно працювати навіть довгий час.", позитивний  
"Пилосос для авто слабкий, сміття не збирає повністю. Шкода грошей.", негативний  
"Кулер для води працює тихо, швидко нагріває і охолоджує. Дуже задоволена!", позитивний  
"Відпарювач слабкий, складки майже не розгладжує. Не рекомендую.", негативний  
"Лампа для столу стильна, світить рівномірно і не сліпить. Рекомендую!", позитивний  
"Мережевий фільтр на вигляд якісний, але працює лише два порти. Шкода.", негативний  
"Набір рушників м'який, добре вбирає воду, навіть після прання як нові!", позитивний  
"Принтер працює, але чорнила вистачає на дуже короткий термін. Не задоволена.", негативний
"Екран для проєктора має дивні заломи, картинка виглядає криво. Не варто.", негативний  
"Ролики зручні, їздити комфортно, відмінний варіант для початківців.", позитивний  
"Кавоварка швидка, але кава виходить слабка. Не дуже задоволена.", нейтральний  
"Набір каструль стильний і міцний, тепер готую з задоволенням!", позитивний  
"Термометр показує неточну температуру, постійно різниця в градусах.", негативний  
"Масажер для спини працює чудово, болі після роботи зникають!", позитивний  
"М'ясорубка гріється і працює дуже повільно. Даремно витратила гроші.", негативний  
"Ліжко міцне і зручне, матрац ідеально підходить для спини. Рекомендую!", позитивний  
"Зволожувач розпилює воду нерівномірно, в кімнаті калюжі. Не рекомендую.", негативний  
"Окуляри для комп'ютера знімають напругу очей, тепер працюю комфортніше.", позитивний  
"Сковорідка пригорає, навіть з маслом, якість розчарувала.", негативний  
"Електронні ваги точні і компактні, тепер контролюю все на кухні!", позитивний  
"Пилосос-робот працює шумно, але підлогу чистить добре. Так собі.", нейтральний  
"Ковдра тепла і легка, спати під нею справжнє задоволення!", позитивний  
"Дитяча іграшка зламалась після першого використання. Дуже погано.", негативний  
"Розумна лампочка створює атмосферу, кольори змінюються легко. Раджу!", позитивний  
"Чайник швидко кип'ятить воду, але трохи шумний. Загалом нормально.", нейтральний  
"Кросівки стильні, зручні, але підошва слизька на мокрому асфальті. Таке собі.", нейтральний  
"Набір ножів гострий, лезо добре тримає заточку. Дуже задоволена!", позитивний  
"Телевізор зависає під час перемикання каналів. Не раджу до покупки.", негативний  
"Розумний годинник працює без збоїв, тримає заряд кілька днів. Рекомендую!", позитивний  
"Тостер красиво виглядає, але нерівномірно підсмажує хліб. Не дуже.", нейтральний  
"Зарядний кабель міцний і довгий, працює відмінно навіть через місяці!", позитивний  
"Миша для комп'ютера постійно втрачає зв'язок, грати неможливо. Розчарована.", негативний  
"Шкарпетки м'які, не зношуються навіть після багатьох прань. Рекомендую!", позитивний  
"Зволожуючий спрей для волосся не дає обіцяного ефекту. Не задоволена.", негативний  
"Термос довго тримає тепло, ідеально для холодних днів. Дуже задоволена!", позитивний  
"Рюкзак виглядає стильно, але ремені рвуться під вагою. Не рекомендую.", негативний  
"Гамак міцний, витримує навіть двох людей. Відпочивати — одне задоволення!", позитивний  
"Мийка високого тиску слабка, ледве справляється з брудом. Не виправдала.", нейтральний  
"Дитячий комбінезон теплий і якісний, малюк завжди сухий. Дуже задоволена!", позитивний  
"Посудомийка працює добре, але іноді залишає плями на склі. Загалом ок.", нейтральний  
"Електробритва легко справляється навіть із густою щетиною. Топ річ!", позитивний  
"Дзеркало для макіяжу дешеве, пластик тріскається через місяць. Не раджу.", негативний  
"Ручка пише м'яко, зручно тримати в руці. Проста, але якісна річ!", позитивний  
"Чохол на телефон виявився не міцним, зламався за тиждень. Розчарування.", негативний  
"Кофемашина робить дуже смачну каву, користуюсь кожного дня із задоволенням!", позитивний  
"Сушка для білизни занадто хистка, речі постійно падають. Даремна покупка.", негативний  
"Шапка в'язана, тепла, ідеальна для зими. Дуже задоволена!", позитивний  
"Електроковдра працює добре, але запах пластмаси трохи дратує. Так собі.", нейтральний  
"Блендер потужний, готує смузі за кілька секунд. Дуже рекомендую!", позитивний  
"Дриль слабкий, навіть м'який бетон просвердлює погано. Не рекомендую.", негативний  
"Чайний сервіз гарний, міцний, навіть у посудомийці не псується. Топ!", позитивний  
"Планшет часто глючить, додатки вилітають. Даремно витратила гроші.", негативний  
"Соковижималка потужна, фреши виходять швидко і смачно. Дуже задоволена!", позитивний  
"Сушарка для взуття занадто слабка, взуття до ранку залишається вологим. Не рекомендую.", негативний  
"Дитячий манеж зручний і міцний, тепер дитина завжди у безпеці.", позитивний  
"Ліхтарик світить добре, але заряд тримає лише кілька годин. Не дуже.", нейтральний  
"Вантажна сумка дуже містка, ідеальна для подорожей. Рекомендую!", позитивний  
"Клавіатура виглядає стильно, але кнопки заїдають. Так собі.", нейтральний  
"Дзеркало з підсвіткою суперяскраве, макіяж робити дуже зручно!", позитивний  
"Зручний у переносці, легкий, не Китай. Цим все сказано. Рекомендую для студентів.", позитивний 
"Чудовий шампунь. Маю довге, тонке фарбоване волосся. Не сушить шкіру голови, ніякої лупи не викликає, не жирнить, не обтяжує. Добре промиває, економічно витрачається. Волосся гарне та доглянуте.", позитивний
"Мені не сподобалась шампунь. Волосся сухе та плутається після миття, навіть з використанням маски. Не вимиває шкіру голови.", негативний
"Зручний та легкий у користуванні пилосос. Рекомендую для невеликих квартир – чудово справляється з прибиранням.", позитивний
"Дуже розчарована. Товар зламався після першого використання.", негативний
"Відмінний чохол, міцний, тримає телефон чудово. Задоволена покупкою.", позитивний
"Приємний на дотик матеріал, гарна якість. Але розмір не зовсім відповідає очікуванням.", нейтральний
"Жахливий сервіс. Замовлення не прийшло вчасно, і ніхто не попередив.", негативний
"Купили дитячий конструктор, малюк дуже задоволений. Деталі якісні, легко складаються.", позитивний
"Все ок, але батарея не дуже потужна, швидко сідає.", нейтральний
"Приємний аромат, гарно тримається на волоссі. Не викликає подразнення шкіри.", позитивний
"Зовсім не виправдав сподівань. Крем викликає сухість і подразнення.", негативний
"Хороша косметичка, зручно брати в дорогу. Рекомендую!", позитивний
"Сервіс непоганий, але могли б обробляти замовлення швидше.", нейтральний
"Міцний і красивий гаманець, рекомендую. Виглядає дорого.", позитивний
"Машинка для стрижки не стриже рівномірно, дуже незадоволений.", негативний
"Дуже зручно. Довго заряджається, але тримає заряд на декілька днів.", позитивний
"Звук в навушниках загалом хороший, але міг бути кращим за ці гроші.", нейтральний
"Міцний рюкзак, багато відділень, підходить для школи.", позитивний
"Зовнішній вигляд гарний, але якість залишає бажати кращого.", негативний
"Мікрохвильовка добре працює, їжа прогрівається швидко і рівномірно.", позитивний
"Товар розчарував, кнопки дуже жорсткі, важко натискати.", негативний
"Компактна сушарка для одягу, займає мало місця і швидко висушує речі.", позитивний
"Чудовий фітнес-браслет, мотивує слідкувати за активністю. Рекомендую всім, хто починає тренуватися.", позитивний
"Відеокамера працює добре, якість зображення чітка, але нічна зйомка слабенька.", нейтральний
"Після місяця використання ноутбук почав грітися, не рекомендую.", негативний
"Купив чохол для планшета, зручний і міцний. Планшет надійно захищений від ударів.", позитивний
"На жаль, принтер вийшов з ладу вже на другий день. Відправила на гарантію.", негативний
"Гарний дитячий набір для малювання. Яскраві фарби, зручно тримати пензлики.", позитивний
"Міксер потужний, працює тихо і ефективно, займає мало місця на кухні.", позитивний
"Телефон хороший, але камера залишає бажати кращого, особливо в умовах низького освітлення.", нейтральний
"Не задоволена кавоваркою. Кава не така гаряча, як очікувала.", негативний
"Красива, легка сумка, підходить до різних образів. Дуже задоволена.", позитивний
"Зручні кросівки для бігу, не натирають. Підошва трохи тонка для кам’янистих доріжок.", нейтральний
"Шампунь чудовий, волосся після нього м'яке та блискуче. Рекомендую!", позитивний
"Дзеркало виявилося зовсім іншим, ніж на фото. Дуже розчарована.", негативний
"Пилосос добре прибирає, але трохи галасливий. Загалом задоволений покупкою.", нейтральний
"Вишуканий аромат парфумів, довго тримається. Задоволена.", позитивний
"Масажер неефективний, швидко виходить з ладу. Не раджу.", негативний
"Книга дуже цікава, прочитала за кілька днів. Сподобалася обкладинка.", позитивний
"Підставка для ноутбука зручна, але трохи слизька на поверхні столу.", нейтральний
"Навушники мають глибокий бас, тримають заряд близько 8 годин. Рекомендую.", позитивний
"Плита не працює рівномірно, часом недогріває. Не задоволена покупкою.", негативний
"Придбали зволожувач повітря, працює тихо і ефективно. Задоволені.", позитивний
"Окуляри для комп'ютера непогані, але рамка трохи широка для мого обличчя.", нейтральний
"Бутси зручно сидять на нозі, підходять для гри на будь-якому покритті. Рекомендую!", позитивний
"Ліхтарик дуже слабкий, практично не освітлює дорогу. Не раджу.", негативний
"Термос тримає тепло більше 12 годин, дуже задоволений покупкою.", позитивний
"Не дуже зручний ніж, лезо швидко тупиться. Розчарований.", негативний
"Набір для макіяжу чудовий, косметика тримається весь день. Рекомендую.", позитивний
"Сковорідка швидко згоріла, антипригарне покриття зійшло через тиждень.", негативний
"Зручний органайзер для косметики, все легко знаходиться. Рекомендую.", позитивний
"Лампа має приємне світло, але основа трохи нестійка.", нейтральний
"Велотренажер зручний для тренувань, не займає багато місця. Дуже задоволений.", позитивний
"Духовка нагрівається нерівномірно, продукти пригорають з одного боку.", негативний
"Чашка гарна, міцна. Вже рік користуюся, і виглядає як нова.", позитивний
"Вентилятор дуже шумний, не можу використовувати на ніч.", негативний
"Стіл для ноутбука легкий, зручний для використання в ліжку. Рекомендую.", позитивний
"Скляна пляшка зручна для води, але трохи важка для щоденного використання.", нейтральний
"Плеєр дуже зручний у використанні, звук чіткий, добре тримає заряд.", позитивний
"Фен швидко перегрівається, не рекомендую для довгого волосся.", негативний
"Стілець зручний, але трохи низький для робочого столу.", нейтральний
"Непоганий фотоапарат для початківців, але без стабілізації. Рекомендую.", позитивний
"Годинник не показує точний час, відстає на кілька хвилин.", негативний
"Посуд добре миється, приємний на дотик, стильний дизайн.", позитивний
"Покривало швидко злиняло після першого прання. Не рекомендую.", негативний
"Кросівки зручні, легкі, чудово підходять для бігу. Дуже задоволений.", позитивний
"Колонка має гучний звук, але бас не дуже чіткий.", нейтральний
"Посудомийна машина чудово миє посуд, економить воду. Рекомендую.", позитивний
"Фітнес-браслет не вловлює кроки точно. Не задоволена.", негативний
"Сукня гарна, матеріал приємний до тіла, підходить для літа.", позитивний
"Комп'ютерна миша зручна в руці, швидко реагує. Задоволений покупкою.", позитивний
"Роутер слабкий, сигнал пропадає вже через дві кімнати. Не рекомендую.", негативний
"Чайник швидко нагріває воду, не залишає накипу. Рекомендую!", позитивний
"Телевізор хороший, але звук дуже тихий навіть на максимальній гучності.", нейтральний
"Тонометр зручний у використанні, показує точні дані. Дуже задоволений.", позитивний
"Гіроборди не працюють належним чином, зарядка тримає лише 20 хвилин. Дуже розчарований.", негативний
"М'яка і тепла ковдра, ідеально для зимових ночей. Рекомендую.", позитивний
"Сковорідка невелика, для однієї порції, але зручна і легка у використанні.", нейтральний
"Швейна машина дуже зручна, працює тихо, чудово підходить для домашнього використання.", позитивний
"Туш погано тримається на віях, розмазується після кількох годин.", негативний
"Кофемашина чудова, швидко готує смачну каву. Задоволений!", позитивний
"Термометр довго показує температуру, не рекомендую.", негативний
"Соковижималка зручна, соки виходять смачні, але чистити трохи важко.", нейтральний
"Дитяча коляска міцна, легко складається. Ідеальний вибір для міста.", позитивний
"Крісло має гарний вигляд, але не дуже зручне для тривалого сидіння.", нейтральний
"Камера добре знімає, зручна у користуванні, підходить для подорожей.", позитивний
"Пральна машина залишає багато води після прання. Не задоволена.", негативний
"Чохол для телефону м'який, захищає від ударів, але швидко затирається.", нейтральний
"Гаманець компактний, зручний для щоденного використання. Дуже задоволений.", позитивний
"Ремінець для годинника погано фіксується, не рекомендую.", негативний
"Книга цікава, добре підходить для вечірнього читання. Задоволена покупкою.", позитивний
"Непоганий павербанк, заряд тримає довго, але заряджається сам досить повільно.", нейтральний
"Система очищення повітря працює тихо, повітря стало приємніше. Рекомендую.", позитивний
"На жаль, кліматична техніка швидко вийшла з ладу. Звернуся по гарантії.", негативний
"Чудовий годинник, стильний і зручний. Добре тримається на руці.", позитивний
"Тостер рівномірно не підсмажує хліб, розчарована покупкою.", негативний
"Дуже гарний плащ, стильний і зручний для дощової погоди.", позитивний
"Фітнес-гумки швидко розтягнулися, не рекомендую.", негативний
"Електрочайник швидко закипає, не залишає запаху. Дуже задоволена.", позитивний
"Зарядний пристрій не заряджає так швидко, як обіцяють. Не задоволений.", нейтральний
"Гірка для дітей міцна, безпечна і зручна для гри вдома.", позитивний
"Окуляри проти сонця швидко подряпалися, матеріал здається дешевим.", негативний
"Шапка тепла, підходить для зимових прогулянок, м'яка та приємна до тіла.", позитивний
"Шарф гарний, але занадто короткий, щоб носити комфортно.", нейтральний
"Сонцезахисний крем добре захищає шкіру, не викликає подразнення. Рекомендую!", позитивний
"Тональний крем погано лягає на шкіру, швидко скочується.", негативний
"М'яка і зручна подушка, підходить для комфортного сну.", позитивний
"Маска для обличчя викликала подразнення, не раджу використовувати на чутливій шкірі.", негативний
"Зволожуючий крем чудово підходить для зими, не залишає жирного блиску.", позитивний
"Фен трохи важкий, але добре сушить і не перегріває волосся.", нейтральний
"Праска зручно лежить в руці, гладить швидко і ефективно. Дуже задоволена.", позитивний
"Гриль не прогрівається рівномірно, продукти прилипають до поверхні.", негативний
"Великий і стильний гаманець, багато відділень для карток. Рекомендую.", позитивний
"Валіза розламалась після одного використання. Розчарована якістю.", негативний
"Набір для випічки зручний у використанні, форми не пригорають. Дуже задоволена.", позитивний
"Лазерний принтер працює добре, але трохи шумний для офісу.", нейтральний
"Товар якісний, стильно виглядає. Дуже задоволений покупкою.", позитивний
"Велика розетка з безліччю портів, зручно для офісу. Рекомендую.", позитивний
"Товар зламався за тиждень. Витрачені гроші на вітер.", негативний
"Смартфон крутий, але батарея сідає швидше, ніж хотілось би. Непоганий, але не ідеал.", нейтральний  
"Навушники бомбезні, звук чистий, баси качають! Раджу всім!", позитивний  
"Мишка зручна, але колесико скрипить. Могли б зробити якісніше.", нейтральний  
"Ноутбук просто ракета! Летить у всіх задачах, не шкодую жодної копійки.", позитивний  
"Термос протікає, взагалі не тримає тепло. Не рекомендую.", негативний  
"Пилосос потужний, пилюка більше нема, кайфую!", позитивний  
"Гіроскутер виглядає прикольно, але швидко зламався. Шкода грошей.", негативний  
"Зволожувач повітря працює тихо, повітря реально стало легшим. Топчик!", позитивний  
"Клавіатура зручна, але підсвітка швидко потьмяніла. Могло бути краще.", нейтральний  
"Кавомашина готує каву, як в кафешці, тепер не треба нікуди ходити!", позитивний  
"Кросівки розлізлись за два тижні. Відстій.", негативний  
"Чохол для телефона стильний, але слизький. Постійно боюсь, що впаде.", нейтральний  
"Кухонний комбайн ріже все, навіть горіхи! Задоволена на всі 100!", позитивний  
"Телевізор гарний, але звук, як із банки. Не вартий своїх грошей.", нейтральний  
"Електронна книга зручна і проста, читаю тепер навіть у транспорті!", позитивний  
"Шкарпетки вже після першого прання порвались. Жах!", негативний  
"Рюкзак стильний і вмісткий, все поміщається, включно з ноутом.", позитивний  
"Штатив нормальний, але пластик видається трохи крихким.", нейтральний  
"Футболка яскрава, але після прання втратила колір. Не вартує.", негативний  
"Дзеркало з підсвіткою дуже класне, макіяж робити зручно!", позитивний  
"Кулер для води шумить, але працює справно. Могло бути тихіше.", нейтральний  
"Тостер робить ідеальні хрустики, навіть чоловік у захваті.", позитивний  
"Скейт розвалився на першій ямі. Халтура!", негативний  
"Плед теплий і м'який, хочеться загорнутись і не вилазити.", позитивний  
"Соковижималка непогана, але важко мити. Трохи заморочливо.", нейтральний  
"Електрогриль ідеальний для вечірок, готує все, від м'яса до овочів.", позитивний  
"Годинник зупинився на другий день. Просто жах!", негативний  
"Кофта мила, але трохи колюча. Носити можна, але не суперкомфортно.", нейтральний  
"Снікерси легкі й зручні, ніби на хмаринках ходиш!", позитивний  
"Мийка для авто слабенька, ледь справляється з брудом. Розчарована.", негативний  
"Плед теплий, але після прання став на розмір менший. Не дуже.", нейтральний  
"Шолом для велосипеда зручний і стильний, точно врятує голову!", позитивний  
"Чайник протікає, навіть не закипає нормально. Жахливий товар.", негативний  
"Шорти зручні й легкі, супер для літа! Рекомендую.", позитивний  
"Килимок для йоги швидко порвався, якість не радує.", негативний  
"Штопор виглядає стильно і працює, як треба. Задоволена.", позитивний  
"Ліхтарик світить добре, але батарейка сідає за годину. Шкода.", нейтральний  
"Колонка качає, музика супер, і батарея тримає довго. Беріть!", позитивний  
"Магнітна дошка відвалюється від стіни. Дуже розчарована.", негативний  
"Лампа для робочого столу ідеальна, світло м'яке і не напружує очі.", позитивний  
"Сумка гарна, але замки заїдають. Не рекомендую.", негативний  
"Портативний пилосос потужний і компактний, тепер в авто чистота!", позитивний  
"Зарядний пристрій постійно гріється, страшно користуватись.", негативний  
"Парасоля легка і міцна, пережила вже декілька дощів і вітру.", позитивний  
"Картридж для принтера вистачило лише на 10 сторінок. Жах.", негативний  
"Форма для випічки супер, нічого не прилипає і легко миється.", позитивний  
"Куртка тепла, але застібка швидко зламалась. Дуже шкода.", нейтральний  
"Духовка пече рівномірно, тепер готую тільки вдома. Раджу!", позитивний  
"Посудомийка працює, але залишає плями на склі. Так собі.", нейтральний  
"Пилосос слабкий, ледве затягує пилюку. Розчарована.", негативний  
"Мультиварка готує класно, все смачно і без зайвих зусиль. Рекомендую!", позитивний  
"Крісла зламались через місяць використання, хоча виглядали міцно. Шкода грошей.", негативний  
"Зовнішній акумулятор компактний, заряджає швидко, але сам заряджається довго.", нейтральний  
"Тепловентилятор гріє моментально, в кімнаті стало затишно. Дуже задоволена!", позитивний  
"Пральна машина шумить як трактор, але переться добре. Двояке враження.", нейтральний  
"Покривало м'яке, тепле, після прання виглядає, як нове. Просто топ!", позитивний  
"Навушники постійно розривають з'єднання з телефоном. Дуже розчарована.", негативний  
"Веб-камера дає чітке зображення, співрозмовники мене тепер ідеально бачать.", позитивний  
"Фітнес-браслет має купу функцій, але екран не видно на сонці. Так собі.", нейтральний  
"Чохол для планшета якісний, захищає від подряпин і зручно сидить.", позитивний  
"Рушник погано вбирає воду, схоже на дешеву підробку. Не рекомендую.", негативний  
"Тапочки зручні й теплі, ідеальні для домашнього затишку!", позитивний  
"Стілець хитається навіть після складання за інструкцією. Дуже шкода.", негативний  
"Дитячий велосипед легкий і маневрений, син у захваті. Рекомендую!", позитивний  
"Килимок для миші симпатичний, але ковзає по столу. Не зовсім зручно.", нейтральний  
"Ванночка для ніг з гідромасажем — просто релакс після важкого дня!", позитивний  
"Ремінь виглядає круто, але застібка розлетілась через тиждень. Шкода.", негативний  
"Електрична зубна щітка очищає зуби чудово, відчуваю різницю!", позитивний  
"Вентилятор дме слабо, ледве відчутно. Не виправдав очікувань.", негативний  
"Міксер потужний, збиває швидко, навіть з густим тістом справляється.", позитивний  
"Зарядка для авто гріється, здається небезпечною. Не рекомендую.", негативний  
"Тюль гарний, світло проходить добре, і в кімнаті стало світліше.", позитивний  
"Диван красивий, але сидіти довго незручно, спина болить. Не раджу.", нейтральний  
"Фен легкий і потужний, сушить волосся швидко. Дуже задоволена!", позитивний  
"Навушники стильні, але звук глухий, не рекомендую", негативний  
"Книга цікава, легко читається, дуже задоволена", позитивний  
"Пилосос слабкий, ледве всмоктує пил, розчарування", негативний  
"Футболка м'яка, розмір відповідає, рекомендую", позитивний  
"Повербанк зручний, довго тримає заряд, задоволений", позитивний  
"Лампа працює добре, але запах пластику дратує", нейтральний  
"Рюкзак місткий, але замок швидко зламався", негативний  
"Годинник стильний, батарея тримає довго, дуже задоволена", позитивний  
"Штатив легкий, але нестійкий, не рекомендую", негативний  
"Чайник закипає швидко, зручний у використанні, рекомендую", позитивний  
"Духовка нагрівається нерівномірно, їжа часто пригорає, негативний", негативний  
"Сумка стильна, але матеріал виглядає дешево", нейтральний  
"Гаманець зручний, багато відділень, дуже задоволений", позитивний  
"Фен шумний, але швидко сушить волосся, нейтральний", нейтральний  
"Клавіатура компактна, зручна для роботи, рекомендую", позитивний  
"Принтер часто зажовує папір, друкує з плямами", негативний  
"Наволочка м'яка, не линяє при пранні, задоволена покупкою", позитивний  
"Мишка красива, але кнопки швидко залипають, розчарування", негативний  
"Термос довго тримає тепло, зручний для подорожей, рекомендую", позитивний  
"Штани незручні, тканина груба, не рекомендую", негативний  
"Дзеркало із підсвіткою дуже зручне, добре видно дрібні деталі, позитивний", позитивний  
"Тепловентилятор слабкий, кімнату не прогріває", негативний  
"Годинник зручний, виглядає стильно, задоволений покупкою", позитивний  
"Килимок для ванної швидко вбирає воду, зручний у догляді, рекомендую", позитивний  
"Кросівки зручні, але підошва швидко стирається, нейтральний", нейтральний  
"Кавоварка гучна, але кава виходить смачна, нейтральний", нейтральний  
"Ковдра тепла, ідеально підходить для зими, дуже задоволена", позитивний  
"Електрочайник тріснув через місяць використання, не рекомендую", негативний  
"Плойка для волосся нагрівається швидко, локони тримаються довго, рекомендую", позитивний  
"Стілець не стійкий, легко розхитується, не рекомендую", негативний  
"Посудомийка працює добре, але трохи гучна", нейтральний  
"Окуляри стильні, добре захищають від сонця, дуже задоволений", позитивний  
